Job Titles,Employees,Industry,City,State,Country,Date Post,Job Skills
"Associate, PRS Operations Support",201-500 employees , Investment Management,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/13/2023,"Anti-Money Laundering, Crisis Communications, Media Relations, Performance Management, Press Releases, Quality Assurance Standards, Strategic Communications, and Writing,Communication and Problem Solving"
Associate/Senior Associate,"1,001-5,000 employees ", Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/13/2023,"Client Relations, High Pressure, Logics, Requirements Analysis, and Written Communication,Analytical Skills, Communication, Data Analysis, Data Analytics, and Problem Solving"
Audit & Assurance,51-200 employees , Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/6/2023,"Accounting Standards, Association of Chartered Certified Accountants (ACCA), Certified Public Accounting, Financial Statements, Institute of Chartered Accountants in England and Wales (ICAEW), and SPM,Analytical Skills, Communication, Problem Solving, and Reasoning Skills"
Audit Assistants,51-200 employees , Accounting,Subang Jaya, Selangor, Malaysia,12/25/2023,"Audit Reports, Economics, External Audits, Internal Audits, Internal Controls, Premises, and Tax Preparation,"
Audit Junior ,51-200 employees , Accounting,Petaling Jaya, Selangor, Malaysia ,12/25/2023,"Financial Audits,Economics, External Audits, Financial Statements, Internal Audits, Internal Controls, MYOB, Organization Skills, U.S. GAAP Reporting, and U.S. Generally Accepted Accounting Principles (GAAP)"
Banking Officer,51-200 employees, Banking,Johor Bahru, Johor, Malaysia,1/9/2024,"Banking, Economics, and Finance,Banking, Economics, and Finance"
Beam Rangers,201-500 employees , Consumer Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/12/2023,"Batteries, Beam, Conservation Issues, Ecology, Environmental Science, Fleets, Geographic Information Systems (GIS), Scooters, and Team Leadership,Communication"
Bid Management Specialist,"10,001+ employees ", Staffing and Recruiting,Petaling Jaya, Selangor, Malaysia,12/3/2023,"Bid Management, Bid Preparation, Bid Processes, Bid Writing, Government Procurement, Mandarin, Negotiation, Proposal Writing, Tender Management, and Tender Preparation,"
Billing Analyst,"10,001+ employees ", Chemical Manufacturing,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/27/2023,"Communication and Office 365,Accounting, English, Invoicing, Mandarin, Organization Skills, SAP ERP, SAP FICO, and SAP Products"
Blockchain Security Engineer,"1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/4/2024,"Analytical Skills and Python (Programming Language),Actuarial Consulting, Actuarial Science, High Level Of Accuracy, Interpersonal Communication, R Shiny, SAS (Software), Skilled Multi-tasker, and Stakeholder Engagement"
Blockchain Security Engineer,"1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"Bitcoin, Data Privacy, Ethereum, Information Security, Risk Analysis, Root Cause, Security Information and Event Management (SIEM), Threat Modeling, and TypeScript,"
Blockchain Security Engineer,"1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/7/2023,"Bitcoin, Data Privacy, Ethereum, Information Security, Risk Analysis, Root Cause, Security Information and Event Management (SIEM), Threat Modeling, and TypeScript,Back-End Web Development"
BPEN_Document Control Specialist,"5,001-10,000 employees ", Biotechnology Research,Penang,Pulau Pinang, Malaysia,1/10/2024,"Document Management,Autodesk Fusion 360, BOMs, Documentation, Interpersonal Skills, Monitoring Performance, Product Customization, Product Lifecycle Management, Statutory Accounting Principles (SAP), and Work Instructions"
Building Engineering,"10,001+ employees ", Design Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/8/2024,"Analyzer, ETAP, Finite Element Analysis (FEA), HVAC Design, L-Pile, Load Flow, Mechanical, Electrical, and Plumbing (MEP), Navisworks, and Soil-Structure Interaction,Electrical Engineering"
Business Development Officer,"5,001-10,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/8/2024,"Business Planning, Finance, Market Research, New Business Development, Presentation Skills, Presentations, and Sales Target Management,Business Development, Problem Solving, and Teamwork"
Business Operations Specialist,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/6/2024,"Business Reviews, Data Preparation, Macros, Presentations, and Variance Analysis,Analytical Skills, Communication, Data Analysis, Data Analytics, and Microsoft Excel"
Business Processing Associate,"1,001-5,000 employees ", Insurance,Cyberjaya, Selangor, Malaysia,12/25/2023,"Administrative Processes, After-Sales, Change Requests, Customer Experience, Driving Results, Financial Transaction Processing, Life Change, and Performance Management,Communication and Problem Solving"
Business System Developer,"1,001-5,000 employees ", Environmental Services,Bandar Sri Damansara, Selangor, Malaysia,12/21/2023,"Communication and Problem Solving,Computer Programming, Computer Science, Oral Communication, and Resolving Issues"
CDP Data Engineer - Marketing,201-500 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/5/2023,"Apache Spark, Data Modeling, Extract, Transform, Load (ETL), Logics, Non-Functional Requirements, and Presto,"
Central Key User - SAP QM & Lab System,"10,001+ employees ", Motor Vehicle Manufacturing,Petaling Jaya, Selangor, Malaysia,12/24/2023,"Communication,English, Intercultural Skills, Language Skills, R3, SAP HANA, SAP Products, SAP Quality Management (QM), Statutory Accounting Principles (SAP), and System Software"
Central Processing Officer ,"10,001+ employees ", Banking,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/18/2023,"Communication, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, and Teamwork,Banking, Business Administration, Credit Reports, Financing, and VBA Excel"
Claims Processing Associate,"501-1,000 employees ", Insurance,Petaling Jaya, Selangor, Malaysia,11/29/2023,"Chinese, Credit Recovery, Customer Service, English, Financial Transaction Processing, Negotiation, and Written Communication,Analytical Skills, Communication, and Problem Solving"
Claims Representative ,"10,001+ employees ", Hospitals and Health Care,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Claim Investigation, Claims Handling, Claims Management, Claims Processing, Confidentiality, Cost Management, Data Entry, Legal Liability, Medical Terminology, and Timing,"
"Clerk, Address Verification ","10,001+ employees ", Truck Transportation,Shah Alam, Selangor, Malaysia,12/18/2023,"Communication,Attention to Detail, Computer Literacy, Confidentiality, Continuous Process, Continuous Process Improvement, Data Entry, Data Privacy, Delivery Operations, and Pressure Situations"
Client Services Analyst,51-200 employees , Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/26/2023,"Accounting, Attitude Change, Client Services, Economics, Finance, Remote Work, Troubleshooting, and Visual Basic for Applications (VBA)"
Client Services Analyst,51-200 employees , Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/30/2023,"Account Management, Creative Agencies, English, Marketing, Medical Marketing, Presentation Skills, Presentations, Press Releases, and Public Relations,"
Clinical Research Associate I,"10,001+ employees ", Pharmaceutical Manufacturing,Petaling Jaya, Selangor, Malaysia,1/5/2024,"Clinical Research, Clinical Trials, Data Integrity, Good Clinical Practice (GCP), Regulatory Examinations, Site Identification, Site Visits, Terminology, and Written Communication,"
Cloud Infrastructure Specialist,"10,001+ employees ", Manufacturing,Senai, Johor, Malaysia,11/28/2023,"Communication,Attention to Detail, Cloud Computing, Customer Service, Google Cloud Platform (GCP), Microsoft Azure, Organization Skills, Software Troubleshooting, Troubleshooting, and Written Communication"
Collection Associate,"10,001+ employees ", Chemical Manufacturing,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/20/2023,"Billing Process, Debt Collection, Enterprise Resource Planning (ERP), Financial Accounting, Infor Enterprise Resource Planning (ERP), Phone Etiquette, SAP ERP, and Team Management,Communication and Problem Solving"
Community Associate,"5,001-10,000 employees ", Real Estate,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/1/2024,"Community Management, Computer Literacy, Mental Health, Multitasking, Receptionist Duties, Relationship Building, and Written Communication,Communication"
Community Associate,51-200 employees, Marketing Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Communication,Attention to Detail, Empathic Design, Employee Benefits, Event Planning, Events, Hospitality Industry, and Hospitality Management"
Consultant,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/25/2023,"Business Requirements, English, IT Strategy, Presentations, Stressful Situations, Timelines, and Written Communication,Communication, Problem Solving, and Project Teams"
Consulting Analyst Program,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"Interpersonal Communication, Logical Reasoning, Logics, Presentations, and Untangle,"
"Consulting Associate, Business Financial Services","1,001-5,000 employees ", Business Consulting and Services,Petaling Jaya, Selangor, Malaysia,1/10/2024,"Due Diligence, Interpersonal Skills, Investment Banking, Presentation Skills, Presentations, and Research Projects,Communication, Data Collection, Microsoft PowerPoint, and Problem Solving"
Content Moderator,201-500 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/13/2023,"Community Engagement, Content Marketing, Customer Retention, Digital Marketing, Editorial, Engaging Content, Online Moderation, Optimising, Professional Services, and Telecommunications,Community Engagement, Content Marketing, Customer Retention, Digital Marketing, Editorial, Engaging Content, Online Moderation, Optimising, Professional Services, and Telecommunications"
Content Moderator,201-500 employees , Staffing and Recruiting,Kuala Kubu Baharu, Selangor, Malaysia,1/4/2024,"Community Engagement, Content Marketing, Customer Retention, Digital Marketing, Editorial, Engaging Content, Online Moderation, Optimising, Professional Services, and Telecommunications,Community Engagement, Content Marketing, Customer Retention, Digital Marketing, Editorial, Engaging Content, Online Moderation, Optimising, Professional Services, and Telecommunications"
Content Writer,11-50 employees , Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/29/2023,"Attention to Detail, Content Creation, Content Development, Content Strategy, Online Content, Online Presence, Recruitment Marketing, Web Content Creation, Web Content Writing, and Writing,Attention to Detail, Content Creation, Content Development, Content Strategy, Online Content, Online Presence, Recruitment Marketing, Web Content Creation, Web Content Writing, and Writing"
Contract Admin Executive,"501-1,000 employees ", IT Services and IT Consulting,Petaling Jaya, Selangor, Malaysia,1/9/2024,"Bug Tracking, Contract Negotiation, English, Enquiries, Event Ticketing, Key Performance Indicators, Malay, Mandarin, Statutory Accounting Principles (SAP), and Ticketing Systems,Bug Tracking, Contract Negotiation, English, Enquiries, Event Ticketing, Key Performance Indicators, Malay, Mandarin, Statutory Accounting Principles (SAP), and Ticketing Systems"
Contract Analyst,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/1/2023,"Commercial Contracts, Contract Management, Contract Negotiation, Documentation, Subcontracts, and Written Communication,"
"Contract, Estimating & Proposal (CEP) Engineer",51-200 employees , Facilities Services,Kulim, Kedah, Malaysia,11/30/2023,"Microsoft Project,Bid Processes, Contract Management, Cost Estimation, Cost Management, Invitation to Tender, Oracle Primavera, Procurement, Project Cost, Quantity Surveying, Request for Proposal (RFP), and Surveying"
Coord-Facilities Maintenance,"10,001+ employees ", Hospitals and Health Care,Putrajaya, Putrajaya Federal Territory, Malaysia,12/11/2023,"Maintenance Management,Building Maintenance, HVAC, Maintenance, Maintenance and Repair, Plumbing, Preventive Maintenance, Supervisory Skills, Training, and Troubleshooting"
Coordinator-Admin,51-200 employees , Hospitals and Health Care,Putrajaya, Putrajaya Federal Territory, Malaysia,1/5/2024,"Administration, Administrative Assistance, Human Resources (HR), Marketing, Office Administration, Payroll, Public Speaking, and Training,Analytical Skills and Research Skills"
