,Job Titles,Employees,Industry,City,State,Country,Date Post,Job Skills
411,"An'yst, Settlements","10,001+ employees ", Banking,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/8/2023,"Clearstream, Corporate Actions, Defect Management, Euroclear, Manufacturing Process Improvement, Securities, Service-Level Agreements (SLA), Settlement, and Team Management,"
412,General Application,"501-1,000 employees ", Business Consulting and Services,Bukit Banang Golf and Countries Club, Johor, Malaysia,12/6/2023,"Military Operations,"
413,Technical / Application Support,11-50 employees , Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/7/2023,".NET Framework, Application Programming Interfaces (API), Application Support, C (Programming Language), C#, Service Levels, and Troubleshooting,"
414,Java Software Developer,"10,001+ employees ", Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/30/2023,"Demos, Git, Java, JavaScript, Programming, Programming Languages, and Technical Advisory,"
415,Junior Finance Executive,201-500 employees , Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/4/2023,"Communication Training, Data Entry, English, Expensify, Finance, Goods and Services Tax (GST), Interpersonal Skills, Month-End Close Process, Office Application, and Oral Communication,"
416,CDP Data Engineer - Marketing,201-500 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/28/2023,"Apache Spark, Data Modeling, Extract, Transform, Load (ETL), Logics, Non-Functional Requirements, and Presto,"
417,Sales Development Representative,"10,001+ employees ", Business Consulting and Services,Petaling Jaya, Selangor, Malaysia,12/25/2023,"Big-Picture Thinking, Daily Reports, Lead Qualification, Presentations, Resource Planning, Sales, Sales Development, Sales Processes, Sales and Marketing, and Web Conferencing,"
418,Trainee Programme (Business Marketing),11-50 employees ," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/29/2023,"Conducting Meetings, Customer Service, English, Financial Instruments, Interpersonal Skills, Malay, and Mandarin,"
419,"Customer Care Coordinator, Technical Service","5,001-10,000 employees ", Medical Equipment Manufacturing,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/6/2023,"Customer Experience, Customer Service, Customer Support, Enquiries, Memos, Phone Etiquette, Quick Thinking, Quotations, and RMA,"
420,Administrative Executive,11-50 employees , IT Services and IT Consulting,Petaling Jaya, Selangor, Malaysia,11/30/2023,"Administrative Assistance, Handle Confidential Information, Mandarin, Office Administration, Professional Manner, RMA, Skilled Multi-tasker, Travel Arrangements, and Written Communication,"
421,QHSE Assistant,"1,001-5,000 employees ", Oil and Gas,Labuan,Wilayah Persekutuan Labuan, Malaysia,1/4/2024,"Administrative Assistance, COSHH, Management Systems, Manual Handling, Marketing, Office Administration, Posters, and Spec Sheets (Fashion),"
422,R2R Analyst,"5,001-10,000 employees ", Staffing and Recruiting,Selangor,Selangor, Malaysia,12/6/2023,"Accounting Standards, Balance Sheet Review, Balance Sheets, Continuous Process Improvement, Enterprise Resource Planning (ERP), Infor Enterprise Resource Planning (ERP), Key Performance Indicators, and Mandarin,"
423,Software Developer Analyst,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/22/2023,"Computer Engineering, Computer Science, Visual Basic .NET (VB.NET), and Written Communication,"
424,R2R Capital and Fixed Assets Analyst,"10,001+ employees ", Pharmaceutical Manufacturing,Petaling Jaya, Selangor, Malaysia,1/9/2024,"Association of Chartered Certified Accountants (ACCA), Financial Transaction Processing, Fixed Assets, Infor Enterprise Resource Planning (ERP), Key Performance Indicators, R2R, Reporting Requirements, Sarbanes-Oxley Act, and Statutory Accounting Principles (SAP),"
425,HR Asistant/HR Executive,"10,001+ employees", Marketing Services,Petaling Jaya, Selangor, Malaysia,1/9/2024,"Customer Service, Employee Management, Events, HR Project Management, Human Resources (HR), Interpersonal Communication, Labor and Employment Law, Shared Services, Training and Development (HR), and Working Experience,Customer Service, Employee Management, Events, HR Project Management, Human Resources (HR), Interpersonal Communication, Labor and Employment Law, Shared Services, Training and Development (HR), and Working Experience"
426,Systems Analyst 4,"10,001+ employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Software Development,Briefing, Business Requirements, Computer Science, Development Testing, Information Technology, Integration Testing, Manual Testing, Systems Analysis, and Test Cases"
427,Factory Operations Coordinator,"10,001+ employees ", Semiconductor Manufacturing,Perai, Penang, Malaysia,12/7/2023,"Communication,Administrative Assistance, Capacity Planning, Corrective Actions, New Product Rollout, Office Administration, Output, PPV, Rework, and Spares"
428,Graduate Technical Program - Infra & Layout Planning,"10,001+ employees ", Semiconductor Manufacturing,Kulim, Kedah, Malaysia,1/10/2024,"Problem Solving · Communication · Scenario Planning,Problem Solving · Communication · Scenario Planning"
429,Finance Analyst,"10,001+ employees ", Semiconductor Manufacturing,Tanjong Tualang, Perak, Malaysia,12/19/2023,"Communication,Account Reconciliation, Accounting Standards, Accounts Receivable (AR), Association of Chartered Certified Accountants (ACCA), Cash Collection, Computation, Computer Literacy, Data Entry, and Ledger Management"
430,Service Advisor,"10,001+ employees ", Motor Vehicle Manufacturing,Cyberjaya, Selangor, Malaysia ,12/6/2023,"Communication and Problem Solving,Attention to Detail, Automotive, Customer Satisfaction, Employee Interaction, and Vehicles"
431,Supplier Quality Engineer ,201-500 employees , Renewable Energy Equipment Manufacturing,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/6/2024,"Supplier Audits and Supplier Quality Management,DMAIC, Industry standards, Manufacturing Processes, Production Processes, Statistical Analysis, Statistical Analysis Tools, Statistical Tools, and Supplier Quality"
432,PEGA System Operator,"1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/28/2023,"Communication,Angular, Coding Experience, Interpersonal Skills, Java, JavaScript, Spring Boot, Spring Framework, Troubleshooting, and TypeScript"
433,NPI Document Control Specialist,"501-1,000 employees ", Semiconductor Manufacturing,Penang,Penang, Malaysia,11/27/2023,"Document Management and Skill Development,Agile PLM, Attention to Detail, Configuration Management, Multitasking, Oracle Database Administration, Oral Communication, Product Lifecycle Management, and System Configuration"
434,"Analyst, Customer Support","1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/9/2024,"Communication,Cantonese, Customer Experience, Customer Service, Customer Support, Help Desk Support, Key Performance Indicators, Oral Communication, Service-Level Agreements (SLA), and Skilled Multi-tasker"
435,"Admin, Cross Border (Shipper)","10,001+ employees ", Truck Transportation,Subang Jaya, Selangor, Malaysia,12/22/2023,"Communication,Administrative Assistance, Daily Reports, Interpersonal Skills, Mandarin, Organization Skills, PSAT, Quiz, Third-Party Logistics (3PL), and Troubleshooting"
436,"IFS, Structural Design Engineer","10,001+ employees ", Semiconductor Manufacturing,Taman Pulau Pinang, Penang, Malaysia,12/19/2023,"Application-Specific Integrated Circuits (ASIC), Coverage Analysis, DFT, Domain Analysis, Electronic Circuits, Shell Scripting, Static Timing Analysis, TCL, Timing Closure, and Very-Large-Scale Integration (VLSI),Application-Specific Integrated Circuits (ASIC), Coverage Analysis, DFT, Domain Analysis, Electronic Circuits, Shell Scripting, Static Timing Analysis, TCL, Timing Closure, and Very-Large-Scale Integration (VLSI)"
437,DevOps Engineer,"501-1,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/9/2024,"Software Development,Bitbucket, CentOS, DevOps, Kubernetes, PAYG, Red Hat Enterprise Linux (RHEL), SELinux, Shell Scripting, and Software Deployment"
438,Administrative Executive,11-50 employees , Wellness and Fitness Services,Petaling Jaya, Selangor, Malaysia,11/28/2023,"Problem Solving,Administrative Assistance, Computer Literacy, Documentation, Malay, Mandarin, Office Administration, SPM, Travel Arrangements, and Well Completion"
439,Advanced Field Service Engineer,"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Site Inspections,Account Planning, Customer Satisfaction, Debt Recovery, External Audits, Field Service Management, Health and Safety Executive (HSE), Oracle Financials, Product Knowledge, and Quotations"
440,Talent Acquisition Specialist,"10,001+ employees ", Packaging and Containers Manufacturing,Petaling Jaya, Selangor, Malaysia,1/11/2024,"Communication,Human Resources (HR), Interpersonal Communication, Interviewing, Onboarding, Recruiting, Skilled Multi-tasker, Sourcing, and Talent Management"
441,System Engineer,201-500 employees , Staffing and Recruiting,Damansara, Selangor, Malaysia ,12/6/2023,"Analytical Skills, Problem Solving, and Software Development,C#, Computer Science, System Administration, Systems Engineering, Technical Specs, Troubleshooting, and Windows Desktop Administration"
442,"Contract, Estimating & Proposal (CEP) Engineer",51-200 employees , Facilities Services,Kulim, Kedah, Malaysia,12/7/2023,"Microsoft Project,Bid Processes, Contract Management, Cost Estimation, Cost Management, Invitation to Tender, Oracle Primavera, Procurement, Project Cost, Quantity Surveying, Request for Proposal (RFP), and Surveying"
443,Talent Acquisition Specialist,"5,001-10,000 employees ", Staffing and Recruiting,Petaling Jaya, Selangor, Malaysia,11/29/2023,"Communication,Applicant Tracking Systems, Human Resources (HR), Interviewing, Onboarding, Recruiting, Talent Management, and Tracking Systems"
444,Site Reliability Engineer,201-500 employees , Computer Games,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2024,"Communication and Problem Solving,Automation, Capacity Planning, Container Orchestration, Reliability, Site Reliability Engineering, System Administration, Troubleshooting, and Unix Administration"
445,Customer Support Specialist,"10,001+ employees ", Government Administration,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/21/2023,"Analytical Skills, Communication, and Technical Support,Accounting Standards, Cultural Awareness, Customer Service, Professional Skills, Service-Level Agreements (SLA), ServiceNow, and Skilled Multi-tasker"
446,Finance Positions,"10,001+ employees ", Chemical Manufacturing,Petaling Jaya, Selangor, Malaysia,1/9/2024,"Communication and Teamwork,Career Counseling and Coaching"
447,Facilities Coordinator,"10,001+ employees ", Real Estate,Bayan Lepas, Penang, Malaysia,11/27/2023,"Building Management, Facilities Operations, Key Performance Indicators, New Product Rollout, Procurement, Property Management, Service Delivery, Service Levels, Service-Level Agreements (SLA), and Vendor Management,Building Management, Facilities Operations, Key Performance Indicators, New Product Rollout, Procurement, Property Management, Service Delivery, Service Levels, Service-Level Agreements (SLA), and Vendor Management"
448,MSSQL DBA,"1,001-5,000 employees ", Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/5/2024,"Database Administration and Databases,Backup & Recovery Systems, Cluster Analysis, Database Security, High Availability (HA), Microsoft SQL Server, SQL Server Integration Services (SSIS), SQL Server Reporting Services (SSRS), and Security Information and Event Management (SIEM)"
449,Mechanical Integrity Engineer,"501-1,000 employees ", Oil and Gas,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/6/2024,"Computer-Aided Design (CAD),B31.3, Heat Exchangers, Mechanical Engineering, Oil and Gas, Petrochemicals, Piping, Root Cause, Troubleshooting, and Upstream Oil and Gas"
450,Content Writer,11-50 employees , Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/29/2023,"Attention to Detail, Content Creation, Content Development, Content Strategy, Online Content, Online Presence, Recruitment Marketing, Web Content Creation, Web Content Writing, and Writing,Attention to Detail, Content Creation, Content Development, Content Strategy, Online Content, Online Presence, Recruitment Marketing, Web Content Creation, Web Content Writing, and Writing"
451,Administrative Executive,11-50 employees , Retail Apparel and Fashion,Petaling Jaya, Selangor, Malaysia,12/20/2023,"Administrative Assistance, Disciplinary Action, Human Resources (HR), Labor Relations, Labor and Employment Law, Mandarin, Office Administration, Payroll Administration, Statutory, and Travel Arrangements,Administrative Assistance, Disciplinary Action, Human Resources (HR), Labor Relations, Labor and Employment Law, Mandarin, Office Administration, Payroll Administration, Statutory, and Travel Arrangements"
452,Digital Forensics Incident Responder,201-500 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/7/2023,"Communication and Problem Solving,Attention to Detail, Communication Training, Computer Forensics, Computer Science, Digital Forensics, Incident Response, Root Cause, and Security Training"
453,Operation Specialist,11-50 employees , Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/1/2023,"Communication,English and Mandarin"
454,Supplier Quality Engineer ,"1,001-5,000 employees ", Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/21/2023,"Quality Assurance, Quality Auditing, and Site Inspections,Product Requirements, Production Part Approval Process (PPAP), Quality Engineering, SCAR, Supplier Development, and Supplier Quality"
455,Associate - NZ Existing Business,"1,001-5,000 employees ", Insurance,Cyberjaya, Selangor, Malaysia,1/10/2024,"Communication,AIA, Change Requests, Customer Experience, Driving Results, Life Change, Performance Management, Presentations, Service Levels, and Service-Level Agreements (SLA)"
456,Engineer,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan, Penang, Malaysia,1/9/2024,"Communication, Electrical Engineering, Materials Science, and Quality Assurance,Applied Physics, Chemical Engineering, JMP, Organization Skills, Reliability, and Reliability Testing"
457,Coord-Facilities Maintenance,"10,001+ employees ", Hospitals and Health Care,Putrajaya, Putrajaya Federal Territory, Malaysia,1/9/2024,"Maintenance Management,Building Maintenance, HVAC, Maintenance, Maintenance and Repair, Plumbing, Preventive Maintenance, Supervisory Skills, Training, and Troubleshooting"
458,Associate,"10,001+ employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/12/2024,"Accounting Standards, Big Four Accounting Firms, Deadline Oriented, Financial Reporting, Fund Accounting, Interpersonal Communication, Journal Entries (Accounting), Skilled Multi-tasker, Tax Compliance, and Waterfall Project Management,Accounting Standards, Big Four Accounting Firms, Deadline Oriented, Financial Reporting, Fund Accounting, Interpersonal Communication, Journal Entries (Accounting), Skilled Multi-tasker, Tax Compliance, and Waterfall Project Management"
459,Semporna Community Engagement and Education Program Assistant,201-500 employees , Environmental Services,Semporna, Sabah, Malaysia,12/11/2023,"Community Engagement,Community Engagement"
460,Business System Developer,"1,001-5,000 employees ", Environmental Services,Bandar Sri Damansara, Selangor, Malaysia,12/22/2023,"Communication and Problem Solving,Computer Programming, Computer Science, Oral Communication, and Resolving Issues"
461,Hd Operations & Projects,"10,001+ employees ", Banking,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/11/2023,"Benchmarking, Business Coaching, Capacity Planning, Contact Centers, Inbound Marketing, Operational Risk Management, Re-engineering, Road Maps, Sales and Marketing, and Staff Communication,Benchmarking, Business Coaching, Capacity Planning, Contact Centers, Inbound Marketing, Operational Risk Management, Re-engineering, Road Maps, Sales and Marketing, and Staff Communication"
462,Duty Engineer,51-200 employees , Hospitals and Health Care,Putrajaya, Putrajaya Federal Territory, Malaysia,1/13/2024,"Moxy,Moxy"
463,Material Analyst,"10,001+ employees ", Manufacturing,Kulim, Kedah, Malaysia,1/2/2024,"Analytical Skills,Data Entry, Indirect Purchasing, Material Requirements Planning (MRP), Materials Management, Production Planning, Software Configuration Management, Target Costing, and Team Leadership"
464,BPEN_Document Control Specialist,"5,001-10,000 employees ", Biotechnology Research,Penang, Penang, Malaysia,1/6/2024,"Document Management,Autodesk Fusion 360, BOMs, Documentation, Interpersonal Skills, Monitoring Performance, Product Customization, Product Lifecycle Management, Statutory Accounting Principles (SAP), and Work Instructions"
465,Marketing Campaigns Executive,"5,001-10,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Analytical Skills and Project Management,Campaigns, Command, English, Marketing Campaign Management, Marketing Campaigns, Negotiation, Sales Conversion, and Stakeholder Management"
466,Supply Chain Officer,"10,001+ employees ", Chemical Manufacturing,Subang Jaya, Selangor, Malaysia,1/9/2024,"Analytical Skills, Communication, and Problem Solving,Capacity Planning, Customer Requirements, Leadership, Procurement, Raw Materials, Strategic Communications, and Supply Chain Management"
467,People and Communications Services Agent,"10,001+ employees ", Industrial Machinery Manufacturing,Petaling Jaya, Selangor, Malaysia,1/3/2024,"Communication,Active Listening, Computer Literacy, Customer Satisfaction, English, Multilingual, Service Center, Social Law, Summarizing Information, and Written Communication"
468,SNOC L1 Support,"5,001-10,000 employees ", Telecommunications,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/8/2024,"Analytical Skills, Communication, and ISO Standards,Bug Tracking, Ethical Hacking, Key Performance Indicators, Log Analysis, Standard Operating Procedure (SOP), Ticketing Systems, and Troubleshooting"
469,MIT Infrastructure System Engineer,"10,001+ employees ", Semiconductor Manufacturing,Kulim, Kedah, Malaysia,1/12/2024,"Communication and Problem Solving,Computer Science, Root Cause, System Center, System Center Operations Manager (SCOM), and Troubleshooting"
470,Engineer Quality Service Centre,"10,001+ employees ", Semiconductor Manufacturing,Penang,Penang, Malaysia,1/3/2024,"Quality Assurance, Quality Auditing, Quality Control, and Quality Management,Clutter Control, Failure Mode and Effects Analysis (FMEA), Feed-in Tariffs (FIT), JEDEC, Production Part Approval Process (PPAP), and Subject Matter Experts"
471,Field Applications Program ,"10,001+ employees ", Semiconductor Manufacturing,Penang,Penang, Malaysia,1/10/2024,"Problem Solving,Debugging, Field Applications, Hardware Diagnostics, Oscilloscope, Presentation Skills, Presentations, Product Selection, Schematic, and Soldering"
472,Technical Support Engineer ,"5,001-10,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/28/2023,"Technical Support,Briefing"
473,"Clerk, Address Verification ","10,001+ employees ", Truck Transportation,Shah Alam, Selangor, Malaysia,1/4/2024,"Communication,Attention to Detail, Computer Literacy, Confidentiality, Continuous Process, Continuous Process Improvement, Data Entry, Data Privacy, Delivery Operations, and Pressure Situations"
474,API Developer,"10,001+ employees ", Business Consulting and Services,Cyberjaya, Selangor, Malaysia,1/9/2024,"Node.js, React.js, and Software Development,Application Testing, Enterprise JavaBeans (EJB), Jakarta EE, JavaServer Pages (JSP), Object-Oriented Programming (OOP), Programming, and Servlets"
475,"Associate, Fund Services","5,001-10,000 employees ", Financial Services,Johor Baharu, Johor, Malaysia,12/5/2023,"Communication and Problem Solving,Association of Chartered Certified Accountants (ACCA), Client Relations, Functionality, General Administration, Net Asset Value (NAV), Organization Skills, U.S. GAAP Reporting, and Workload Prioritization"
476,Software Engineer - Data Solutions,51-200 employees , Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/6/2023,"Communication, Data Science, Databases, SQL, and Software Development,Computer Science, Data Architecture, Data Modeling, Database Systems, and Web Applications"
477,Tester I - Software Testing,"10,001+ employees ", IT Services and IT Consulting,Bayan Lepas, Penang, Malaysia,1/11/2024,"Bug Tracking, Manual Testing, Relevance, Requirements Management, Scenario Testing, Selenium WebDriver, Software Testing, Test Cases, Test Data, and Test Execution,Bug Tracking, Manual Testing, Relevance, Requirements Management, Scenario Testing, Selenium WebDriver, Software Testing, Test Cases, Test Data, and Test Execution"
478,Global Service Engineer,"1,001-5,000 employees ", Telecommunications,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/8/2024,"Communication, Technical Communication, and Technical Support,BMC Helix ITSM, IT Service Management, Infrastructure Technologies, Private Branch Exchange (PBX), Service-Level Agreements (SLA), Telephony, and Voice over IP (VoIP)"
479,"Specialist, Talent Acquisition ","5,001-10,000 employees ", Internet Marketplace Platforms,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2024,"HR Management, Human Resources (HR), Human Resources Information Systems (HRIS), Interviewing, Onboarding, Recruiting, Soft Skills, Talent Management, Task Analysis, and Tracking Systems,HR Management, Human Resources (HR), Human Resources Information Systems (HRIS), Interviewing, Onboarding, Recruiting, Soft Skills, Talent Management, Task Analysis, and Tracking Systems"
480,Account&Admin Assistant,51-200 employees , Telecommunications,Shah Alam, Selangor, Malaysia,12/4/2023,"Accounting Software, Databases, and Problem Solving,Accounts Payable & Receivable, Accounts Payable (AP), Attention to Detail, Data Entry, Financial Operations, Financial Transactions, and MYOB"
481,"Software Engineer, Backend","5,001-10,000 employees ", Software Development,Petaling Jaya, Selangor, Malaysia,12/13/2023,"Back-End Web Development and Software Development,Computer Science, Data Structures, Optimization, Performance Analysis, Programming, Software Quality, Software Systems, and System Performance"
482,Technical / Application Support,11-50 employees , Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/28/2023,"Communication, Problem Solving, and Technical Support,.NET Framework, Application Programming Interfaces (API), Application Support, C (Programming Language), C#, Service Levels, and Troubleshooting"
483,IT Admin Officer,"1,001-5,000 employees ", Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/28/2023,"Communication and Problem Solving,Budget Control, IT Hardware Support, Information Technology, Oral Communication, Organization Skills, Presentations, Skilled Multi-tasker, and Slide Preparation"
484,Procurement Assistant,201-500 employees ," Appliances, Electrical, and Electronics Manufacturing",Bukit Mertajam, Penang, Malaysia,11/29/2023,"Communication,Interpersonal Skills, Malay, Mandarin, Performance Reviews, Procurement, Procurement Contracts, Purchase Orders, Supplier Performance, and Supply Chain Management"
485,Network Quality Control Officer ,"10,001+ employees "," Transportation, Logistics, Supply Chain and Storage",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/30/2023,"Quality System · Microsoft Office · Microsoft Excel · Quality Auditing · Quality Control · Quality Assurance · Communication · Food Technology · English · Mandarin,Quality System · Microsoft Office · Microsoft Excel · Quality Auditing · Quality Control · Quality Assurance · Communication · Food Technology · English · Mandarin"
486,Associate - Accounts Payable,51-200 employees , Accounting,Cyberjaya, Selangor, Malaysia,12/6/2023,"Microsoft Outlook,Accounts Payable (AP), Accounts Receivable (AR), Data Entry, Financial Accounting, General Ledgers, Journal Entries (Accounting), Persuasion, Query Resolution, and QuickBooks"
487,L1 Software Support Engineer,"10,001+ employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/11/2024,"Technical Support · Databases · Analytical Skills · Problem Management · Problem Solving · Communication · Batch Processing · Scripting · Interpersonal Communication · SCO Unix,Technical Support · Databases · Analytical Skills · Problem Management · Problem Solving · Communication · Batch Processing · Scripting · Interpersonal Communication · SCO Unix"
488,KOL Management Executive,"5,001-10,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Analytical Skills, Microsoft Excel, and Problem Solving,Campaigns, KOL, KOL Management, Key Opinion Leaders, Key Performance Indicators, Media Trends, and Social Media"
489,Technical Support Engineer ,"10,001+ employees ", Telecommunications,Bayan Lepas, Penang, Malaysia,1/3/2024,"Communication and Technical Support,Computer Information Systems, Computer Science, Customer Support, IGMP, Operating Systems, Real-Time Transport Protocol (RTP), Troubleshooting, and User Datagram Protocol (UDP)"
490,Junior Product Quality Assurance & Control Expert,1-10 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/14/2023,"Analytical Skills, Quality Assurance, Quality Auditing, Quality Control, and Software Quality Assurance,B2C, Computer Science, Performance Metrics, Software Quality, and Software Testing"
491,Application Support Engineer,"1,001-5,000 employees ", Marketing Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2024,"Databases and Problem Solving,Application Support, C#, Interpersonal Communication, Postman API, Resolving Issues, Secure File Transfer Protocol (SFTP), Standby, and Troubleshooting"
492,"SO, Collection Officer- Retail Credit Management","10,001+ employees ", Banking,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/14/2024,"Communication,Cash Collection, Computer Literacy, Credit Control, Credit Management, Debt Collection, Finance, Malay, Mandarin, and Target Driven"
493,Supply Chain SIOP / MPS Analyst,"10,001+ employees ", Motor Vehicle Manufacturing,Nilai, Negeri Sembilan, Malaysia,1/12/2024,"Teamwork,Customer Service, Delivery Performance, Production Planning, Production Schedules, and SAP Products"
494,Customer Success Specialist,"501-1,000 employees ", Information Technology & Services,Georgetown, Penang, Malaysia,11/28/2023,"Analytical Skills and Communication,Account Management, Employee Benefits, English, Fostering inclusivity, Interpersonal Skills, Marketing Technology, Tech Savy, and Voice of the Customer"
495,Customer Engineer - Thermal,"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing",Johor Baharu, Johor, Malaysia,1/7/2024,"Communication,Air Conditioning, Breakdown, Customer Interaction, Customer Service, Fault Finding, Service Availability, Service-Level Agreements (SLA), Solid Professional Standards, and Stressful Situations"
496,Process Development Engineer,"10,001+ employees ", Semiconductor Manufacturing,Seremban, Negeri Sembilan, Malaysia,12/27/2023,"Communication, Project Teams, and Technical Communication,Failure Mode and Effects Analysis (FMEA), Information Flow, Processes Development, Reliability, Specifications, Technical Discussions, and Wire"
497,Administrative Assistant,51-200 employees , Media Production,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/30/2023,"Communication,Administrative Assistance, Computer Literacy, Data Entry, Malay, Office Equipment, Organization Skills, Phone Etiquette, Receptionist Duties, and SPM"
498,Finance Assistant ,"501-1,000 employees ", Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/6/2023,"Accounts Payable (AP), Accounts Receivable (AR), Bookkeeping, Gross Profit Analysis, Journal Entries (Accounting), Ledger Management, Payroll Administration, Purchase Ledgers, Sales Ledger, and Statutory,Accounts Payable (AP), Accounts Receivable (AR), Bookkeeping, Gross Profit Analysis, Journal Entries (Accounting), Ledger Management, Payroll Administration, Purchase Ledgers, Sales Ledger, and Statutory"
499,Junior Account Payables/Account Receivables Executive,51-200 employees, Financial Services,Bukit Raja, Selangor, Malaysia ,1/5/2024,"Microsoft Outlook,Account Reconciliation, Accounts Payable (AP), Accounts Receivable (AR), Bank Reconciliation, Command, Finance, Journal Entries (Accounting), Procurement, and Service-Oriented Architecture (SOA)"
500,Content Moderator,201-500 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/13/2023,"Community Engagement, Content Marketing, Customer Retention, Digital Marketing, Editorial, Engaging Content, Online Moderation, Optimising, Professional Services, and Telecommunications,Community Engagement, Content Marketing, Customer Retention, Digital Marketing, Editorial, Engaging Content, Online Moderation, Optimising, Professional Services, and Telecommunications"
501,Electrical Engineer,51-200 employees , IT Services and IT Consulting,Puchong, Selangor, Malaysia,12/29/2023,"Electrical Engineering,Electrical Design, Power Distribution, and Troubleshooting"
502,Marketing Executive,11-50 employees ," Health, Wellness & Fitness",Petaling Jaya, Selangor, Malaysia,11/28/2023,"Communication,Advertising, Advertising Campaigns, Campaigns, Commercial Awareness, Interpersonal Skills, Lead Generation, Market Research, Marketing Strategy, and Public Relations"
503,Content Moderator,201-500 employees , Staffing and Recruiting,Kuala Kubu Baharu, Selangor, Malaysia,12/14/2023,"Community Engagement, Content Marketing, Customer Retention, Digital Marketing, Editorial, Engaging Content, Online Moderation, Optimising, Professional Services, and Telecommunications,Community Engagement, Content Marketing, Customer Retention, Digital Marketing, Editorial, Engaging Content, Online Moderation, Optimising, Professional Services, and Telecommunications"
504,E-mail Security Architect,51-200 employees, Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/7/2024,"Communication Protocols, Design Documents, Domain Name System (DNS), Email Security, Proofpoint, Root Cause, Root Cause Analysis, SPF, Sandboxing, and Spam Filtering,Communication Protocols, Design Documents, Domain Name System (DNS), Email Security, Proofpoint, Root Cause, Root Cause Analysis, SPF, Sandboxing, and Spam Filtering"
505,Application Support Analyst,11-50 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/27/2023,"Analytical Skills, Databases, Software Development, and Technical Support,Application Support, Computer Science, IT Project Management, Information Technology, and Troubleshooting"
